obra,entidad_norm,frecuencia,score_promedio,bloques_distintos
CRDLI_IGDLV,achanquillo,1,0.9972,1
CRDLI_IGDLV,acos,1,0.9997,1
CRDLI_IGDLV,africa,1,1.0,1
CRDLI_IGDLV,alonso de mesa,1,0.9997,1
CRDLI_IGDLV,alpes,1,0.9729,1
CRDLI_IGDLV,ambato,1,0.9998,1
CRDLI_IGDLV,ancara,1,0.9999,1
CRDLI_IGDLV,ancasmayu,1,0.965,1
CRDLI_IGDLV,andaguaylas,1,0.999,1
CRDLI_IGDLV,antahualla,1,0.9997,1
CRDLI_IGDLV,antequera,1,1.0,1
CRDLI_IGDLV,araucos,1,0.9963,1
CRDLI_IGDLV,araucu,1,0.9995,1
CRDLI_IGDLV,aruni,1,0.9998,1
CRDLI_IGDLV,asillu,1,0.9997,1
CRDLI_IGDLV,asturias,1,1.0,1
CRDLI_IGDLV,atabáliba,1,0.9997,1
CRDLI_IGDLV,atica,1,0.9999,1
CRDLI_IGDLV,aticu,1,0.9997,1
CRDLI_IGDLV,ayahuaca,1,0.9996,1
CRDLI_IGDLV,aymaraes,1,0.7083,1
CRDLI_IGDLV,aymaras,1,0.9993,1
CRDLI_IGDLV,barra de san lúcar,1,0.9869,1
CRDLI_IGDLV,barrio,1,0.6158,1
CRDLI_IGDLV,barrio carmenca,1,0.849,1
CRDLI_IGDLV,barrio cassana,1,0.999,1
CRDLI_IGDLV,barrio de,1,0.5914,1
CRDLI_IGDLV,barrio tococachi,1,0.9691,1
CRDLI_IGDLV,berbería,1,0.9999,1
CRDLI_IGDLV,bilbao,1,1.0,1
CRDLI_IGDLV,bombón,1,0.9999,1
CRDLI_IGDLV,burgos,1,1.0,1
CRDLI_IGDLV,caldefrancos,1,0.9999,1
CRDLI_IGDLV,cali,1,1.0,1
CRDLI_IGDLV,callao,1,0.9999,1
CRDLI_IGDLV,calle de la cárcel,1,0.9998,1
CRDLI_IGDLV,callua,1,0.9997,1
CRDLI_IGDLV,camana,1,0.9992,1
CRDLI_IGDLV,cana,1,0.9999,1
CRDLI_IGDLV,canaria,1,0.9999,1
CRDLI_IGDLV,cancalla,1,0.9999,1
CRDLI_IGDLV,cancillería,1,0.5135,1
CRDLI_IGDLV,cantutpata,1,0.9989,1
CRDLI_IGDLV,caracatu,1,0.981,1
CRDLI_IGDLV,caracollo,1,0.9999,1
CRDLI_IGDLV,caranques,1,0.9996,1
CRDLI_IGDLV,carauilli,1,0.9997,1
CRDLI_IGDLV,cari,1,0.9991,1
CRDLI_IGDLV,cartagena de españa,1,0.9622,1
CRDLI_IGDLV,casa collcampata,1,0.9987,1
CRDLI_IGDLV,casa de,1,0.6991,1
CRDLI_IGDLV,casa del demonio,1,0.9991,1
CRDLI_IGDLV,casayunca,1,0.9999,1
CRDLI_IGDLV,cascayunca,1,0.9999,1
CRDLI_IGDLV,cassa,1,0.9994,1
CRDLI_IGDLV,castilla de oro,1,0.9999,1
CRDLI_IGDLV,cauiña,1,0.9771,1
CRDLI_IGDLV,cauquicura,1,0.9999,1
CRDLI_IGDLV,caxamalca,1,0.9999,1
CRDLI_IGDLV,cayampi,1,0.9999,1
CRDLI_IGDLV,cayaucachi,1,0.9995,1
CRDLI_IGDLV,cañac-huay,1,0.9763,1
CRDLI_IGDLV,cerro de potocsi,1,0.9974,1
CRDLI_IGDLV,cerro potocchi,1,0.8761,1
CRDLI_IGDLV,chachapoyas,1,0.9998,1
CRDLI_IGDLV,chacma,1,0.9994,1
CRDLI_IGDLV,challapampa,1,0.9989,1
CRDLI_IGDLV,challcumarca,1,0.9997,1
CRDLI_IGDLV,chalán,1,0.9999,1
CRDLI_IGDLV,chamuru,1,0.9998,1
CRDLI_IGDLV,chancay,1,0.9999,1
CRDLI_IGDLV,chanchan,1,0.9999,1
CRDLI_IGDLV,chillqui,1,0.9877,1
CRDLI_IGDLV,chimpa,1,0.9944,1
CRDLI_IGDLV,china,1,0.9999,1
CRDLI_IGDLV,chipana,1,0.9999,1
CRDLI_IGDLV,chirirqui,1,0.9995,1
CRDLI_IGDLV,chulli,1,0.5818,1
CRDLI_IGDLV,chumpiuillca,1,0.9995,1
CRDLI_IGDLV,chuncuri,1,0.9999,1
CRDLI_IGDLV,chuquiuitu,1,0.9944,1
CRDLI_IGDLV,chírmac cassa,1,0.9998,1
CRDLI_IGDLV,cieza de león,1,0.9999,1
CRDLI_IGDLV,cintu,1,0.9983,1
CRDLI_IGDLV,cipita,1,0.904,1
CRDLI_IGDLV,citua,1,0.9969,1
CRDLI_IGDLV,ciudad de,1,0.9944,1
CRDLI_IGDLV,ciudad de plata,1,0.9999,1
CRDLI_IGDLV,ciudad del cozco,1,0.9999,1
CRDLI_IGDLV,cochacasa,1,0.9997,1
CRDLI_IGDLV,cochacassa,1,0.9999,1
CRDLI_IGDLV,cofachiqui,1,0.9999,1
CRDLI_IGDLV,colla la grande,1,0.9999,1
CRDLI_IGDLV,colla ñusta,1,0.9994,1
CRDLI_IGDLV,collahua,1,0.9945,1
CRDLI_IGDLV,collisuyu,1,0.9993,1
CRDLI_IGDLV,collque,1,0.9994,1
CRDLI_IGDLV,concepción,1,0.9999,1
CRDLI_IGDLV,condado de niebla,1,0.9997,1
CRDLI_IGDLV,convento de santo domingo,1,0.99,1
CRDLI_IGDLV,convento del,1,0.8118,1
CRDLI_IGDLV,convento del divino augustino,1,0.9975,1
CRDLI_IGDLV,copacabana,1,1.0,1
CRDLI_IGDLV,coropuna,1,0.9992,1
CRDLI_IGDLV,cotahuaci,1,0.9999,1
CRDLI_IGDLV,cotoche,1,0.9959,1
CRDLI_IGDLV,coya doña beatriz,1,0.9273,1
CRDLI_IGDLV,cozco de los quechuas,1,0.9035,1
CRDLI_IGDLV,cuca,1,0.8265,1
CRDLI_IGDLV,cuesta de pías,1,0.9488,1
CRDLI_IGDLV,cunchucu,1,0.9999,1
CRDLI_IGDLV,cunti,1,0.9985,1
CRDLI_IGDLV,curahuasi,1,0.9999,1
CRDLI_IGDLV,cuzapa,1,0.9951,1
CRDLI_IGDLV,cuzumela,1,0.9979,1
CRDLI_IGDLV,cáceres,1,1.0,1
CRDLI_IGDLV,cádiz,1,1.0,1
CRDLI_IGDLV,cápac yupanqui,1,0.5362,1
CRDLI_IGDLV,darién,1,0.9914,1
CRDLI_IGDLV,de dios,1,0.7091,1
CRDLI_IGDLV,de los reyes,1,0.7037,1
CRDLI_IGDLV,de maulli,1,0.563,1
CRDLI_IGDLV,de noé,1,0.629,1
CRDLI_IGDLV,del sur,1,0.7047,1
CRDLI_IGDLV,desaguadero,1,0.9993,1
CRDLI_IGDLV,diego de silva,1,0.9921,1
CRDLI_IGDLV,divino augustino,1,0.7283,1
CRDLI_IGDLV,divino san francisco,1,0.8594,1
CRDLI_IGDLV,don gómez,1,0.9993,1
CRDLI_IGDLV,espinar de segovia,1,0.9998,1
CRDLI_IGDLV,gomera,1,0.9999,1
CRDLI_IGDLV,granada,1,1.0,1
CRDLI_IGDLV,grecia,1,0.9999,1
CRDLI_IGDLV,guaca,1,0.9997,1
CRDLI_IGDLV,guadarrama,1,0.9998,1
CRDLI_IGDLV,guaina capa,1,0.9998,1
CRDLI_IGDLV,guanatianico,1,0.9995,1
CRDLI_IGDLV,guancas,1,0.9996,1
CRDLI_IGDLV,guatemala,1,1.0,1
CRDLI_IGDLV,guayaquile,1,0.8035,1
CRDLI_IGDLV,guinea,1,1.0,1
CRDLI_IGDLV,guánuco,1,0.9999,1
CRDLI_IGDLV,hanan. cozco,1,0.9988,1
CRDLI_IGDLV,hancohuanu,1,0.9999,1
CRDLI_IGDLV,hatun rucana,1,0.9969,1
CRDLI_IGDLV,hatuncancha,1,0.9969,1
CRDLI_IGDLV,hatuncolla,1,0.9999,1
CRDLI_IGDLV,hatunpuna,1,0.9963,1
CRDLI_IGDLV,hauisca,1,0.9997,1
CRDLI_IGDLV,hillaui,1,0.9532,1
CRDLI_IGDLV,huaca,1,0.8738,1
CRDLI_IGDLV,huallaripa,1,0.9994,1
CRDLI_IGDLV,huanapu,1,0.9998,1
CRDLI_IGDLV,huanca ñusta,1,0.9997,1
CRDLI_IGDLV,huancani,1,0.9998,1
CRDLI_IGDLV,huaracu,1,0.5609,1
CRDLI_IGDLV,huaras,1,0.9998,1
CRDLI_IGDLV,huayaquil,1,0.9998,1
CRDLI_IGDLV,huayna potocchi,1,0.9066,1
CRDLI_IGDLV,huaytara,1,0.9999,1
CRDLI_IGDLV,hurim cozco,1,0.9995,1
CRDLI_IGDLV,hurin pacassa,1,0.9996,1
CRDLI_IGDLV,huáruc,1,0.9889,1
CRDLI_IGDLV,huáscar,1,0.9926,1
CRDLI_IGDLV,iglesia catedral del cozco,1,0.9944,1
CRDLI_IGDLV,imperio de,1,0.9566,1
CRDLI_IGDLV,imperio del cozco,1,0.9845,1
CRDLI_IGDLV,indias occidentales,1,0.9998,1
CRDLI_IGDLV,intipampa,1,0.9655,1
CRDLI_IGDLV,ipiales,1,0.9979,1
CRDLI_IGDLV,israel,1,0.9993,1
CRDLI_IGDLV,jerez de badajoz,1,0.9999,1
CRDLI_IGDLV,la cárcel,1,0.771,1
CRDLI_IGDLV,la de san agustín,1,0.9992,1
CRDLI_IGDLV,la habana,1,0.9999,1
CRDLI_IGDLV,la hacha,1,0.9538,1
CRDLI_IGDLV,la paz,1,0.9999,1
CRDLI_IGDLV,la yerbabuena,1,0.7789,1
CRDLI_IGDLV,las perlas,1,0.9215,1
CRDLI_IGDLV,las salinas,1,0.9756,1
CRDLI_IGDLV,león,1,0.9948,1
CRDLI_IGDLV,llacsapallanca,1,0.9998,1
CRDLI_IGDLV,llerena,1,0.9997,1
CRDLI_IGDLV,maccha,1,0.9995,1
CRDLI_IGDLV,machaca,1,0.9999,1
CRDLI_IGDLV,mallama,1,0.9999,1
CRDLI_IGDLV,mallorca,1,1.0,1
CRDLI_IGDLV,manco cápac,1,0.9997,1
CRDLI_IGDLV,mar de el sur,1,0.9999,1
CRDLI_IGDLV,mar dulce,1,0.9995,1
CRDLI_IGDLV,marca,1,0.7627,1
CRDLI_IGDLV,marcahuaci,1,0.9998,1
CRDLI_IGDLV,marcauillca,1,0.9998,1
CRDLI_IGDLV,masca,1,0.9887,1
CRDLI_IGDLV,mayu,1,0.9985,1
CRDLI_IGDLV,medina del campo,1,0.9999,1
CRDLI_IGDLV,mira,1,0.9968,1
CRDLI_IGDLV,misqui,1,0.9999,1
CRDLI_IGDLV,moca,1,0.9999,1
CRDLI_IGDLV,mohina,1,0.9998,1
CRDLI_IGDLV,monasterio de santo domingo,1,0.991,1
CRDLI_IGDLV,montilla,1,0.9999,1
CRDLI_IGDLV,moquehua,1,0.9997,1
CRDLI_IGDLV,mucansa,1,0.9984,1
CRDLI_IGDLV,muina,1,0.9962,1
CRDLI_IGDLV,mujeres,1,0.9288,1
CRDLI_IGDLV,munaycenca,1,0.9993,1
CRDLI_IGDLV,mundo alto,1,0.9693,1
CRDLI_IGDLV,murumuru,1,0.999,1
CRDLI_IGDLV,mutupi,1,0.999,1
CRDLI_IGDLV,muyumuyu,1,0.9999,1
CRDLI_IGDLV,móyoc marca,1,0.9996,1
CRDLI_IGDLV,nueva castilla,1,0.6505,1
CRDLI_IGDLV,nueva toledo,1,0.9969,1
CRDLI_IGDLV,nuevo reino de granada,1,0.9999,1
CRDLI_IGDLV,orcos,1,0.9873,1
CRDLI_IGDLV,oro,1,0.5933,1
CRDLI_IGDLV,pacassa,1,0.9999,1
CRDLI_IGDLV,pacárec tampu,1,0.9999,1
CRDLI_IGDLV,palencia,1,1.0,1
CRDLI_IGDLV,palta,1,0.9997,1
CRDLI_IGDLV,paltas,1,0.9996,1
CRDLI_IGDLV,papamarca,1,0.9998,1
CRDLI_IGDLV,paparlen,1,0.9987,1
CRDLI_IGDLV,papri,1,0.9907,1
CRDLI_IGDLV,parco,1,0.9998,1
CRDLI_IGDLV,parcu,1,0.9998,1
CRDLI_IGDLV,paria,1,0.9999,1
CRDLI_IGDLV,parina cocha,1,0.9982,1
CRDLI_IGDLV,pasau,1,0.9991,1
CRDLI_IGDLV,paso de guayna capa,1,0.8273,1
CRDLI_IGDLV,paucarcolla,1,0.9999,1
CRDLI_IGDLV,peru,1,1.0,1
CRDLI_IGDLV,pica,1,0.9996,1
CRDLI_IGDLV,pichu,1,0.9989,1
CRDLI_IGDLV,picta,1,0.999,1
CRDLI_IGDLV,pincu,1,0.9306,1
CRDLI_IGDLV,pisco,1,0.9992,1
CRDLI_IGDLV,piscopampa,1,0.9999,1
CRDLI_IGDLV,plaza,1,0.722,1
CRDLI_IGDLV,plaza cusipata,1,0.9995,1
CRDLI_IGDLV,plaza de san francisco,1,1.0,1
CRDLI_IGDLV,plaza del sol,1,0.9675,1
CRDLI_IGDLV,plaza mayor del cozco,1,0.9724,1
CRDLI_IGDLV,plaza rimacpampa,1,0.9997,1
CRDLI_IGDLV,pocoata,1,0.9983,1
CRDLI_IGDLV,pocra,1,0.9998,1
CRDLI_IGDLV,potocchi el mozo,1,0.9866,1
CRDLI_IGDLV,potocsí,1,0.9997,1
CRDLI_IGDLV,promaucaes,1,0.9995,1
CRDLI_IGDLV,puca marca,1,0.9998,1
CRDLI_IGDLV,pucara de umasuyu,1,0.9838,1
CRDLI_IGDLV,pucará de umasuyu,1,0.998,1
CRDLI_IGDLV,puchiu,1,0.999,1
CRDLI_IGDLV,pucuna,1,0.9999,1
CRDLI_IGDLV,pueblo nuevo,1,0.9999,1
CRDLI_IGDLV,puente de,1,0.5984,1
CRDLI_IGDLV,pumallacta,1,0.9999,1
CRDLI_IGDLV,pumata,1,0.8178,1
CRDLI_IGDLV,punta de santa elena,1,0.9999,1
CRDLI_IGDLV,purem,1,0.9997,1
CRDLI_IGDLV,purumauca,1,0.9999,1
CRDLI_IGDLV,páucar marca,1,0.9994,1
CRDLI_IGDLV,píti,1,0.998,1
CRDLI_IGDLV,quepaypa,1,0.9994,1
CRDLI_IGDLV,quequesana,1,0.9996,1
CRDLI_IGDLV,quesna,1,0.9999,1
CRDLI_IGDLV,quillipata,1,0.9995,1
CRDLI_IGDLV,quipucamayus,1,0.9648,1
CRDLI_IGDLV,quitu ñusta,1,0.9995,1
CRDLI_IGDLV,quéhuar,1,0.9842,1
CRDLI_IGDLV,reino de chili,1,0.7513,1
CRDLI_IGDLV,reyes,1,0.6479,1
CRDLI_IGDLV,ritisuyu,1,0.9974,1
CRDLI_IGDLV,rucanas,1,0.9994,1
CRDLI_IGDLV,rucma,1,0.9992,1
CRDLI_IGDLV,rurucachi,1,0.9998,1
CRDLI_IGDLV,río apurímac,1,0.8939,1
CRDLI_IGDLV,río maulli,1,0.8638,1
CRDLI_IGDLV,sacsahuáman,1,0.9967,1
CRDLI_IGDLV,salinas,1,0.4899,1
CRDLI_IGDLV,san agustín,1,0.9993,1
CRDLI_IGDLV,san francisco,1,0.9999,1
CRDLI_IGDLV,san juan del condado de niebla,1,0.9998,1
CRDLI_IGDLV,san lúcar de barrameda,1,0.9995,1
CRDLI_IGDLV,san pablo,1,0.9997,1
CRDLI_IGDLV,san pedro de cardeña,1,0.9728,1
CRDLI_IGDLV,sancauan,1,0.9998,1
CRDLI_IGDLV,santa clara,1,0.9848,1
CRDLI_IGDLV,santa cruz,1,0.9997,1
CRDLI_IGDLV,santa iglesia catedral de córdoba,1,0.9982,1
CRDLI_IGDLV,santiago,1,1.0,1
CRDLI_IGDLV,santiago de chili,1,0.9629,1
CRDLI_IGDLV,saramissu,1,0.9999,1
CRDLI_IGDLV,saussa,1,0.9998,1
CRDLI_IGDLV,sayanca,1,0.9994,1
CRDLI_IGDLV,segovia,1,1.0,1
CRDLI_IGDLV,señor san francisco,1,0.8329,1
CRDLI_IGDLV,sierra de allca,1,0.9919,1
CRDLI_IGDLV,sipisipi,1,0.9998,1
CRDLI_IGDLV,su majestad,1,0.9766,1
CRDLI_IGDLV,sucahuaya,1,0.9915,1
CRDLI_IGDLV,sura,1,0.9999,1
CRDLI_IGDLV,suramarca,1,0.9996,1
CRDLI_IGDLV,surihualla,1,0.9946,1
CRDLI_IGDLV,sutcunca,1,0.7148,1
CRDLI_IGDLV,sácllac marca,1,0.9994,1
CRDLI_IGDLV,tacama,1,0.9993,1
CRDLI_IGDLV,tacmara,1,0.5261,1
CRDLI_IGDLV,tahuantinsuyu,1,0.5692,1
CRDLI_IGDLV,tambo,1,0.9999,1
CRDLI_IGDLV,tarapacá,1,1.0,1
CRDLI_IGDLV,taurisma,1,0.9999,1
CRDLI_IGDLV,tavantinsuyu,1,0.9993,1
CRDLI_IGDLV,templo de,1,0.742,1
CRDLI_IGDLV,templo de titicaca,1,0.9109,1
CRDLI_IGDLV,tiaguanaco,1,1.0,1
CRDLI_IGDLV,ticatica,1,0.9689,1
CRDLI_IGDLV,ticzampi,1,0.9999,1
CRDLI_IGDLV,tincuracu,1,0.9999,1
CRDLI_IGDLV,tiucassa,1,0.9999,1
CRDLI_IGDLV,tiupuncu,1,0.5331,1
CRDLI_IGDLV,tococachi,1,0.9995,1
CRDLI_IGDLV,tomebamba,1,0.9999,1
CRDLI_IGDLV,tono,1,0.9996,1
CRDLI_IGDLV,tucmi,1,0.9994,1
CRDLI_IGDLV,tumibamba,1,0.9993,1
CRDLI_IGDLV,tunu,1,0.9996,1
CRDLI_IGDLV,tíahuanacu,1,0.9998,1
CRDLI_IGDLV,túmbez,1,0.9996,1
CRDLI_IGDLV,ubeda,1,1.0,1
CRDLI_IGDLV,ucuña,1,0.9995,1
CRDLI_IGDLV,uillacori,1,0.9999,1
CRDLI_IGDLV,uillcanuta,1,0.9997,1
CRDLI_IGDLV,uillcapampa,1,0.997,1
CRDLI_IGDLV,uillilli,1,0.9968,1
CRDLI_IGDLV,uraba,1,0.9995,1
CRDLI_IGDLV,urabá,1,1.0,1
CRDLI_IGDLV,urcollasu,1,0.9999,1
CRDLI_IGDLV,urcos,1,0.9932,1
CRDLI_IGDLV,utumsulla,1,0.9996,1
CRDLI_IGDLV,utunsulla,1,0.9914,1
CRDLI_IGDLV,uuiña,1,0.9987,1
CRDLI_IGDLV,valencia,1,1.0,1
CRDLI_IGDLV,valle de,1,0.8444,1
CRDLI_IGDLV,valle de cuzapa,1,0.9202,1
CRDLI_IGDLV,valle de la yerbabuena,1,0.9999,1
CRDLI_IGDLV,valle de pisco,1,0.9613,1
CRDLI_IGDLV,valle de túmpiz,1,0.8328,1
CRDLI_IGDLV,valle del huarcu,1,0.971,1
CRDLI_IGDLV,valle hacari,1,0.7863,1
CRDLI_IGDLV,valle huarcu,1,0.9425,1
CRDLI_IGDLV,valle yúcay,1,0.9144,1
CRDLI_IGDLV,vera paz,1,0.9999,1
CRDLI_IGDLV,vesta,1,0.9921,1
CRDLI_IGDLV,victoria,1,0.6842,1
CRDLI_IGDLV,vilcas,1,0.9998,1
CRDLI_IGDLV,villa de la plata,1,1.0,1
CRDLI_IGDLV,villa de plata,1,0.9999,1
CRDLI_IGDLV,villcanuta,1,0.9998,1
CRDLI_IGDLV,xaquixaguana,1,0.9996,1
CRDLI_IGDLV,yacha huaci,1,0.9943,1
CRDLI_IGDLV,yunca,1,0.8739,1
CRDLI_IGDLV,yunca ñusta,1,0.9993,1
CRDLI_IGDLV,yáhuar pampa,1,0.9953,1
CRDLI_IGDLV,zamora,1,1.0,1
CRDLI_IGDLV,zancu,1,0.9974,1
CRDLI_IGDLV,zaña,1,0.9994,1
CRDLI_IGDLV,zupaipa huacin,1,0.9939,1
CRDLI_IGDLV,ídolo,1,0.9845,1
