obra,entidad_norm,tipo,frecuencia
CRDLI_IGDLV,don pedro puertocarrero,PER,1
CRDLI_IGDLV,dormirás chaupituta media noche samúsac yo vendré,MISC,1
CRDLI_IGDLV,doña angelina,PER,1
CRDLI_IGDLV,doña beatriz,MISC,1
CRDLI_IGDLV,doña beatriz coya,PER,1
CRDLI_IGDLV,doña catalina de retes,PER,1
CRDLI_IGDLV,doña francisca pizarro,PER,1
CRDLI_IGDLV,doña inés huayllas ñusta,PER,1
CRDLI_IGDLV,doña isabel,MISC,1
CRDLI_IGDLV,doña isabel,PER,1
CRDLI_IGDLV,doña leonor coya,PER,1
CRDLI_IGDLV,díjoles,PER,1
CRDLI_IGDLV,el reino del perú,MISC,1
CRDLI_IGDLV,el rico,PER,1
CRDLI_IGDLV,el sol,PER,1
CRDLI_IGDLV,emperador carlos quinto máximo,PER,1
CRDLI_IGDLV,emperador de las indias,PER,1
CRDLI_IGDLV,emperatriz,MISC,1
CRDLI_IGDLV,emperatriz,PER,1
CRDLI_IGDLV,enrique garcés,PER,1
CRDLI_IGDLV,eopuco,PER,1
CRDLI_IGDLV,escritura,MISC,1
CRDLI_IGDLV,escríbelos,MISC,1
CRDLI_IGDLV,esperanza,MISC,1
CRDLI_IGDLV,espinar de segovia,LOC,1
CRDLI_IGDLV,este,MISC,1
CRDLI_IGDLV,estruac,MISC,1
CRDLI_IGDLV,eterna majestad,MISC,1
CRDLI_IGDLV,"extendens c&lum, sicut pellem",MISC,1
CRDLI_IGDLV,factor,MISC,1
CRDLI_IGDLV,feliciano de silva,PER,1
CRDLI_IGDLV,felipe,PER,1
CRDLI_IGDLV,felipe inca,PER,1
CRDLI_IGDLV,felipillo,PER,1
CRDLI_IGDLV,filosofía natural y moral del nuevo orbe,MISC,1
CRDLI_IGDLV,francisco altamirano,PER,1
CRDLI_IGDLV,francisco de barrientes,PER,1
CRDLI_IGDLV,francisco de caravantes,PER,1
CRDLI_IGDLV,francisco de frías,PER,1
CRDLI_IGDLV,francisco de orellana,PER,1
CRDLI_IGDLV,francisco de oñate,PER,1
CRDLI_IGDLV,francisco de rieros,PER,1
CRDLI_IGDLV,francisco del campo,PER,1
CRDLI_IGDLV,francisco delgado,PER,1
CRDLI_IGDLV,francisco drac,MISC,1
CRDLI_IGDLV,francisco drac,PER,1
CRDLI_IGDLV,francisco hernández,PER,1
CRDLI_IGDLV,francisco mejía,PER,1
CRDLI_IGDLV,frate cipolla,PER,1
CRDLI_IGDLV,fray antonio de san miguel,PER,1
CRDLI_IGDLV,fray juan gallegos,PER,1
CRDLI_IGDLV,fulano de coca,MISC,1
CRDLI_IGDLV,fulminatque,MISC,1
CRDLI_IGDLV,gabriel carrera,PER,1
CRDLI_IGDLV,garcilaso,PER,1
CRDLI_IGDLV,garcía,PER,1
CRDLI_IGDLV,gaspar de alcocer,PER,1
CRDLI_IGDLV,gaspar jara,PER,1
CRDLI_IGDLV,general historia de las indias,MISC,1
CRDLI_IGDLV,generalísimo,PER,1
CRDLI_IGDLV,gobernador de nicaragua francisco de contreras,PER,1
CRDLI_IGDLV,gobernador valdivia,PER,1
CRDLI_IGDLV,gomera,LOC,1
CRDLI_IGDLV,gonzalo bernal,PER,1
CRDLI_IGDLV,gonzalo pizarra,PER,1
CRDLI_IGDLV,gonzalo pizarro,MISC,1
CRDLI_IGDLV,gonzalo silvestre,PER,1
CRDLI_IGDLV,gran chimu,PER,1
CRDLI_IGDLV,gran ciudad del cozco,MISC,1
CRDLI_IGDLV,gran titu,PER,1
CRDLI_IGDLV,granada,LOC,1
CRDLI_IGDLV,grecia,LOC,1
CRDLI_IGDLV,guaca,LOC,1
CRDLI_IGDLV,guadalquivir,MISC,1
CRDLI_IGDLV,guadarrama,LOC,1
CRDLI_IGDLV,guaina capa,LOC,1
CRDLI_IGDLV,guainacava,MISC,1
CRDLI_IGDLV,guanatianico,LOC,1
CRDLI_IGDLV,guancas,LOC,1
CRDLI_IGDLV,guatemala,LOC,1
CRDLI_IGDLV,guayaquile,LOC,1
CRDLI_IGDLV,guinea,LOC,1
CRDLI_IGDLV,guánuco,LOC,1
CRDLI_IGDLV,guáscar inga,MISC,1
CRDLI_IGDLV,génesis,MISC,1
CRDLI_IGDLV,hahuanina ayllu,MISC,1
CRDLI_IGDLV,hanan ayllu,MISC,1
CRDLI_IGDLV,hanan cozco,PER,1
CRDLI_IGDLV,hanan pacha,MISC,1
CRDLI_IGDLV,hanan suyu,MISC,1
CRDLI_IGDLV,hanan. cozco,LOC,1
CRDLI_IGDLV,hancohuanu,LOC,1
CRDLI_IGDLV,hatun apu,MISC,1
CRDLI_IGDLV,hatun potocsi,MISC,1
CRDLI_IGDLV,hatun rucana,LOC,1
CRDLI_IGDLV,hatuncaci,MISC,1
CRDLI_IGDLV,hatuncancha,LOC,1
CRDLI_IGDLV,hatuncolla,LOC,1
CRDLI_IGDLV,hatunpuna,LOC,1
CRDLI_IGDLV,hatún apu,MISC,1
CRDLI_IGDLV,hauisca,LOC,1
CRDLI_IGDLV,hauisca,MISC,1
CRDLI_IGDLV,hernando bachicao,PER,1
CRDLI_IGDLV,hernán bravo,PER,1
CRDLI_IGDLV,hierónimo costillas,PER,1
CRDLI_IGDLV,hijo,MISC,1
CRDLI_IGDLV,hillaui,LOC,1
CRDLI_IGDLV,historia de la riqueza de aquellos,MISC,1
CRDLI_IGDLV,historia de las indias,MISC,1
CRDLI_IGDLV,historia natural de,MISC,1
CRDLI_IGDLV,huaca,LOC,1
CRDLI_IGDLV,huaca,MISC,1
CRDLI_IGDLV,huacanqui,MISC,1
CRDLI_IGDLV,huacchacuyac,MISC,1
CRDLI_IGDLV,huacchacúyac,PER,1
CRDLI_IGDLV,huachacúyac,MISC,1
CRDLI_IGDLV,huacrachucu,MISC,1
CRDLI_IGDLV,huallaripa,LOC,1
CRDLI_IGDLV,huallpa,PER,1
CRDLI_IGDLV,huallpa rimachi inca,PER,1
CRDLI_IGDLV,huallpa sol de alegría,MISC,1
CRDLI_IGDLV,huallpa túpac inca yupanqui,PER,1
CRDLI_IGDLV,huamachucu,MISC,1
CRDLI_IGDLV,huamanpallpa,PER,1
CRDLI_IGDLV,huanapu,LOC,1
CRDLI_IGDLV,huanca,MISC,1
CRDLI_IGDLV,huanca,PER,1
CRDLI_IGDLV,huanca ñusta,LOC,1
CRDLI_IGDLV,huancani,LOC,1
CRDLI_IGDLV,huancas,MISC,1
CRDLI_IGDLV,huancas,ORG,1
CRDLI_IGDLV,huancohuallu,ORG,1
CRDLI_IGDLV,huaracu,LOC,1
CRDLI_IGDLV,huaras,LOC,1
CRDLI_IGDLV,huayaquil,LOC,1
CRDLI_IGDLV,huaychu,PER,1
CRDLI_IGDLV,huayna cápac,ORG,1
CRDLI_IGDLV,huayna cápac inca,PER,1
CRDLI_IGDLV,huayna cápac inca yupanqui,PER,1
CRDLI_IGDLV,huayna potocchi,LOC,1
CRDLI_IGDLV,huaytara,LOC,1
CRDLI_IGDLV,huelva,PER,1
CRDLI_IGDLV,hurim cozco,LOC,1
CRDLI_IGDLV,hurin ayllu,MISC,1
CRDLI_IGDLV,hurin cozco,PER,1
CRDLI_IGDLV,hurin pacassa,LOC,1
CRDLI_IGDLV,hurin pacha,MISC,1
CRDLI_IGDLV,hurin suyu,MISC,1
CRDLI_IGDLV,huáruc,LOC,1
CRDLI_IGDLV,huáruc,ORG,1
CRDLI_IGDLV,huáscar,LOC,1
CRDLI_IGDLV,huáscar inca yupanqui,PER,1
CRDLI_IGDLV,icono,PER,1
CRDLI_IGDLV,iglesia,ORG,1
CRDLI_IGDLV,iglesia catedral del cozco,LOC,1
CRDLI_IGDLV,iglesia catedral del cozco,ORG,1
CRDLI_IGDLV,illén suárez de carvajal,PER,1
CRDLI_IGDLV,imperio de,LOC,1
CRDLI_IGDLV,imperio de los incas,ORG,1
CRDLI_IGDLV,imperio de los incas del cozco,MISC,1
CRDLI_IGDLV,imperio de los reyes incas,MISC,1
CRDLI_IGDLV,imperio de méxico,MISC,1
CRDLI_IGDLV,imperio del cozco,LOC,1
CRDLI_IGDLV,imperio del perú,MISC,1
CRDLI_IGDLV,inca apu,PER,1
CRDLI_IGDLV,inca auqui titu,PER,1
CRDLI_IGDLV,inca cápac yupanqui,MISC,1
CRDLI_IGDLV,inca llora sangre,MISC,1
CRDLI_IGDLV,inca manca cápac,PER,1
CRDLI_IGDLV,inca manco cápa,PER,1
CRDLI_IGDLV,inca maricanchi,PER,1
CRDLI_IGDLV,inca mayta,PER,1
CRDLI_IGDLV,inca mayta cápac,MISC,1
CRDLI_IGDLV,inca pachacútec,MISC,1
CRDLI_IGDLV,inca panaca,MISC,1
CRDLI_IGDLV,inca paullu,PER,1
CRDLI_IGDLV,inca rey,MISC,1
CRDLI_IGDLV,inca roca,MISC,1
CRDLI_IGDLV,inca sayri túpac,MISC,1
CRDLI_IGDLV,inca viracocha,MISC,1
CRDLI_IGDLV,inca viracocha,ORG,1
CRDLI_IGDLV,incap runam,MISC,1
CRDLI_IGDLV,indias occidentales,LOC,1
CRDLI_IGDLV,infanta,MISC,1
CRDLI_IGDLV,infante de castilla,PER,1
CRDLI_IGDLV,inga,MISC,1
CRDLI_IGDLV,inga yupangue,PER,1
CRDLI_IGDLV,inga yupanqui,PER,1
CRDLI_IGDLV,inquisidor general valdés de salas,PER,1
CRDLI_IGDLV,interdumque,MISC,1
CRDLI_IGDLV,inti cusi huallpa,PER,1
CRDLI_IGDLV,intip raymi,MISC,1
CRDLI_IGDLV,intipampa,LOC,1
CRDLI_IGDLV,ipiales,LOC,1
CRDLI_IGDLV,isabel,PER,1
CRDLI_IGDLV,ischen,MISC,1
CRDLI_IGDLV,ischén,PER,1
CRDLI_IGDLV,israel,LOC,1
CRDLI_IGDLV,jerez de badajoz,LOC,1
CRDLI_IGDLV,jerónimo de prado,PER,1
CRDLI_IGDLV,jesucristo,MISC,1
CRDLI_IGDLV,juan,PER,1
CRDLI_IGDLV,juan alonso palomino,PER,1
CRDLI_IGDLV,juan bocacio,PER,1
CRDLI_IGDLV,juan botero benes,PER,1
CRDLI_IGDLV,juan de alcobaza,PER,1
CRDLI_IGDLV,juan de berrio,PER,1
CRDLI_IGDLV,juan de betanzos,PER,1
CRDLI_IGDLV,juan de cellorico,PER,1
CRDLI_IGDLV,juan de cillorico,PER,1
CRDLI_IGDLV,juan de cuéllar,PER,1
CRDLI_IGDLV,juan de figueroa,PER,1
CRDLI_IGDLV,juan de reinaga,PER,1
CRDLI_IGDLV,juan de saavedra,PER,1
CRDLI_IGDLV,juan de salas,PER,1
CRDLI_IGDLV,juan de santa cruz,PER,1
CRDLI_IGDLV,juan de solís,PER,1
CRDLI_IGDLV,juan julio de hojeda,PER,1
CRDLI_IGDLV,juan sierra de leguizamo,PER,1
CRDLI_IGDLV,juan álvarez,PER,1
CRDLI_IGDLV,juega el sol antes que amanezca,MISC,1
CRDLI_IGDLV,juno,MISC,1
CRDLI_IGDLV,jácomo de trezo,PER,1
CRDLI_IGDLV,júpiter,PER,1
CRDLI_IGDLV,la canela,MISC,1
CRDLI_IGDLV,la cárcel,LOC,1
CRDLI_IGDLV,la de san agustín,LOC,1
CRDLI_IGDLV,la gasca,PER,1
CRDLI_IGDLV,la habana,LOC,1
CRDLI_IGDLV,la hacha,LOC,1
CRDLI_IGDLV,la hacienda del inca y tributo,MISC,1
CRDLI_IGDLV,la paz,LOC,1
CRDLI_IGDLV,la yerbabuena,LOC,1
CRDLI_IGDLV,lanasca,MISC,1
CRDLI_IGDLV,las perlas,LOC,1
CRDLI_IGDLV,las salinas,LOC,1
CRDLI_IGDLV,leyes,MISC,1
CRDLI_IGDLV,león,LOC,1
CRDLI_IGDLV,licenciado,MISC,1
CRDLI_IGDLV,licenciado castro,PER,1
CRDLI_IGDLV,licenciado de la gama,PER,1
CRDLI_IGDLV,licenciado polo,PER,1
CRDLI_IGDLV,llacsapallanca,LOC,1
CRDLI_IGDLV,llerena,LOC,1
CRDLI_IGDLV,lloque,MISC,1
CRDLI_IGDLV,lloque yupanqui,MISC,1
CRDLI_IGDLV,los chancas,MISC,1
CRDLI_IGDLV,loyola,PER,1
CRDLI_IGDLV,luis osorio,PER,1
CRDLI_IGDLV,luna,PER,1
CRDLI_IGDLV,lunaguana,MISC,1
CRDLI_IGDLV,láctea,MISC,1
CRDLI_IGDLV,m. reverendo,PER,1
CRDLI_IGDLV,maccha,LOC,1
CRDLI_IGDLV,machaca,LOC,1
CRDLI_IGDLV,madre,MISC,1
CRDLI_IGDLV,madre mar,MISC,1
CRDLI_IGDLV,maestro acosta,PER,1
CRDLI_IGDLV,maestro blas valera,PER,1
CRDLI_IGDLV,maestro simón lópez,PER,1
CRDLI_IGDLV,magdalena,MISC,1
CRDLI_IGDLV,majestad católica,ORG,1
CRDLI_IGDLV,majestad imperial,ORG,1
CRDLI_IGDLV,maldonado,PER,1
CRDLI_IGDLV,mallama,LOC,1
CRDLI_IGDLV,mallorca,LOC,1
CRDLI_IGDLV,mama caua,PER,1
CRDLI_IGDLV,mama cuca,PER,1
CRDLI_IGDLV,mama mícay,PER,1
CRDLI_IGDLV,mama ocllo,MISC,1
CRDLI_IGDLV,mama ocllo huaco,PER,1
CRDLI_IGDLV,mama runtu,MISC,1
CRDLI_IGDLV,mama runtu,PER,1
CRDLI_IGDLV,mama uárcay,PER,1
CRDLI_IGDLV,mamánchic,PER,1
CRDLI_IGDLV,mancebo rico,PER,1
CRDLI_IGDLV,mancio serra de leguizamo,PER,1
CRDLI_IGDLV,mancio serra de leguízamo,PER,1
CRDLI_IGDLV,mancio sierra,PER,1
CRDLI_IGDLV,manco cápac,LOC,1
CRDLI_IGDLV,manuel,PER,1
CRDLI_IGDLV,mar de el sur,LOC,1
CRDLI_IGDLV,mar del sur,MISC,1
CRDLI_IGDLV,mar dulce,LOC,1
CRDLI_IGDLV,mar dulce,MISC,1
CRDLI_IGDLV,mar océano,MISC,1
CRDLI_IGDLV,marca,LOC,1
CRDLI_IGDLV,marcahuaci,LOC,1
CRDLI_IGDLV,marcauillca,LOC,1
CRDLI_IGDLV,martín de ampuero,PER,1
CRDLI_IGDLV,martín de meneses,PER,1
CRDLI_IGDLV,martín de olmos,PER,1
CRDLI_IGDLV,martín mustincia,PER,1
CRDLI_IGDLV,martín zuazo,PER,1
CRDLI_IGDLV,maría de escobar,PER,1
CRDLI_IGDLV,masca,LOC,1
CRDLI_IGDLV,matiuma,MISC,1
CRDLI_IGDLV,maule,MISC,1
CRDLI_IGDLV,mayta,PER,1
CRDLI_IGDLV,mayta inca,MISC,1
CRDLI_IGDLV,mayu,LOC,1
CRDLI_IGDLV,mayu,MISC,1
CRDLI_IGDLV,mayu,ORG,1
CRDLI_IGDLV,medina del campo,LOC,1
CRDLI_IGDLV,miguel sánchez,PER,1
CRDLI_IGDLV,miguel vásquez de padilla,PER,1
CRDLI_IGDLV,mira,LOC,1
CRDLI_IGDLV,misqui,LOC,1
CRDLI_IGDLV,mitachanácuy,MISC,1
CRDLI_IGDLV,moca,LOC,1
CRDLI_IGDLV,mohina,LOC,1
CRDLI_IGDLV,monardes,PER,1
CRDLI_IGDLV,monasterio de santo domingo,LOC,1
CRDLI_IGDLV,montilla,LOC,1
CRDLI_IGDLV,moquehua,LOC,1
CRDLI_IGDLV,motín de los chachapuyas,MISC,1
CRDLI_IGDLV,mozo rico,MISC,1
CRDLI_IGDLV,mucansa,LOC,1
CRDLI_IGDLV,muina,LOC,1
CRDLI_IGDLV,mujeres,LOC,1
CRDLI_IGDLV,munaycenca,LOC,1
CRDLI_IGDLV,mundi,MISC,1
CRDLI_IGDLV,mundo,MISC,1
CRDLI_IGDLV,mundo alto,LOC,1
CRDLI_IGDLV,mundo nuevo,MISC,1
CRDLI_IGDLV,mundo universo,MISC,1
CRDLI_IGDLV,mundo viejo,MISC,1
CRDLI_IGDLV,murumuru,LOC,1
CRDLI_IGDLV,mutupi,LOC,1
CRDLI_IGDLV,muyna,ORG,1
CRDLI_IGDLV,muyumuyu,LOC,1
CRDLI_IGDLV,móyoc marca,LOC,1
CRDLI_IGDLV,música,MISC,1
CRDLI_IGDLV,naranjo,MISC,1
CRDLI_IGDLV,nimpha,MISC,1
CRDLI_IGDLV,ninpha,MISC,1
CRDLI_IGDLV,niño jesús,MISC,1
CRDLI_IGDLV,nombre,MISC,1
CRDLI_IGDLV,nuestra madre,MISC,1
CRDLI_IGDLV,nuestra señora,MISC,1
CRDLI_IGDLV,nuestra señora de guadalupe,MISC,1
CRDLI_IGDLV,nuestra señora la virgen maría,MISC,1
CRDLI_IGDLV,nuestro,MISC,1
CRDLI_IGDLV,nuestro redentor,MISC,1
CRDLI_IGDLV,nueva castilla,LOC,1
CRDLI_IGDLV,nueva castilla,MISC,1
CRDLI_IGDLV,nueva toledo,LOC,1
CRDLI_IGDLV,nuevo mundo dio,MISC,1
CRDLI_IGDLV,nuevo reino,MISC,1
CRDLI_IGDLV,nuevo reino de granada,LOC,1
CRDLI_IGDLV,numa pompilio,PER,1
CRDLI_IGDLV,obispo,MISC,1
CRDLI_IGDLV,obispo de,MISC,1
CRDLI_IGDLV,obispo de chiapa,PER,1
CRDLI_IGDLV,olvidado,MISC,1
CRDLI_IGDLV,ometochtli,PER,1
CRDLI_IGDLV,orcos,LOC,1
CRDLI_IGDLV,oreja de abad,MISC,1
CRDLI_IGDLV,orejones,MISC,1
CRDLI_IGDLV,orellana,MISC,1
CRDLI_IGDLV,oro,LOC,1
CRDLI_IGDLV,otaviano césar,PER,1
CRDLI_IGDLV,ozama,MISC,1
CRDLI_IGDLV,p. joseph de acosta,PER,1
CRDLI_IGDLV,pacassa,LOC,1
CRDLI_IGDLV,pachacuti inga yupangui,PER,1
CRDLI_IGDLV,pachacútec inca yupanqui,MISC,1
CRDLI_IGDLV,pacharúrac,MISC,1
CRDLI_IGDLV,pachayacháchic,MISC,1
CRDLI_IGDLV,pacárec tampu,LOC,1
CRDLI_IGDLV,padre,MISC,1
CRDLI_IGDLV,padre alcobaza,PER,1
CRDLI_IGDLV,padre diego de alcobaza,PER,1
CRDLI_IGDLV,padre fray gerónimo román,PER,1
CRDLI_IGDLV,padre fray vicente de valverde,PER,1
CRDLI_IGDLV,padre maestro francisco de castro,PER,1
CRDLI_IGDLV,padre maestro pedro maldonado de saavedra,PER,1
CRDLI_IGDLV,padre pedro sánchez,PER,1
CRDLI_IGDLV,padre valera,PER,1
CRDLI_IGDLV,padres,ORG,1
CRDLI_IGDLV,padres de la compañía,ORG,1
CRDLI_IGDLV,padres de la compañía de jesús,ORG,1
CRDLI_IGDLV,padres de la santa compañía de jesús,ORG,1
CRDLI_IGDLV,palas,PER,1
CRDLI_IGDLV,palencia,LOC,1
CRDLI_IGDLV,palta,LOC,1
CRDLI_IGDLV,palta uma,MISC,1
CRDLI_IGDLV,paltas,LOC,1
CRDLI_IGDLV,pampahuaci,MISC,1
CRDLI_IGDLV,papamarca,LOC,1
CRDLI_IGDLV,paparlen,LOC,1
CRDLI_IGDLV,papri,LOC,1
CRDLI_IGDLV,parco,LOC,1
CRDLI_IGDLV,parcu,LOC,1
CRDLI_IGDLV,paria,LOC,1
CRDLI_IGDLV,parina cocha,LOC,1
CRDLI_IGDLV,pasau,LOC,1
CRDLI_IGDLV,paso de guayna capa,LOC,1
CRDLI_IGDLV,paucarcolla,LOC,1
CRDLI_IGDLV,paulo,PER,1
CRDLI_IGDLV,paulo inga,PER,1
CRDLI_IGDLV,paz,MISC,1
CRDLI_IGDLV,pecllansimiqui,MISC,1
CRDLI_IGDLV,pedrarias,PER,1
CRDLI_IGDLV,pedro,MISC,1
CRDLI_IGDLV,pedro,PER,1
CRDLI_IGDLV,pedro alonso carrasco,PER,1
CRDLI_IGDLV,pedro alonso de carrasco,PER,1
CRDLI_IGDLV,pedro de candía,PER,1
CRDLI_IGDLV,pedro de los ríos,PER,1
CRDLI_IGDLV,pedro de orué,PER,1
CRDLI_IGDLV,pedro fernández de velasco,PER,1
CRDLI_IGDLV,pedro luis de cabrera,PER,1
CRDLI_IGDLV,pedro mártir,PER,1
CRDLI_IGDLV,peru,LOC,1
CRDLI_IGDLV,perú,PER,1
CRDLI_IGDLV,pica,LOC,1
CRDLI_IGDLV,pichu,LOC,1
CRDLI_IGDLV,pichunsi,MISC,1
CRDLI_IGDLV,picta,LOC,1
CRDLI_IGDLV,pilato,PER,1
CRDLI_IGDLV,pillcu huaco,PER,1
CRDLI_IGDLV,pillcumayu,MISC,1
CRDLI_IGDLV,pincu,LOC,1
CRDLI_IGDLV,pinzones,PER,1
CRDLI_IGDLV,pirra,PER,1
CRDLI_IGDLV,pisco,LOC,1
CRDLI_IGDLV,piscopampa,LOC,1
CRDLI_IGDLV,pizarra,PER,1
CRDLI_IGDLV,plata,MISC,1
CRDLI_IGDLV,platón,PER,1
CRDLI_IGDLV,plaza,LOC,1
CRDLI_IGDLV,plaza cusipata,LOC,1
CRDLI_IGDLV,plaza de san francisco,LOC,1
CRDLI_IGDLV,plaza del sol,LOC,1
CRDLI_IGDLV,plaza mayor del cozco,LOC,1
CRDLI_IGDLV,plaza rimacpampa,LOC,1
CRDLI_IGDLV,pocoata,LOC,1
CRDLI_IGDLV,pocra,LOC,1
CRDLI_IGDLV,polo,PER,1
CRDLI_IGDLV,polo ondegardo,PER,1
CRDLI_IGDLV,potocchi,MISC,1
CRDLI_IGDLV,potocchi el mozo,LOC,1
CRDLI_IGDLV,potocsí,LOC,1
CRDLI_IGDLV,principe,PER,1
CRDLI_IGDLV,principe inca roca,PER,1
CRDLI_IGDLV,procurador general del perú,MISC,1
CRDLI_IGDLV,promaucaes,LOC,1
CRDLI_IGDLV,príapo,PER,1
CRDLI_IGDLV,príncipe,ORG,1
CRDLI_IGDLV,príncipe de españa,PER,1
CRDLI_IGDLV,príncipe huayna cápac,PER,1
CRDLI_IGDLV,príncipe huáscar inca,PER,1
CRDLI_IGDLV,príncipe inca roca,PER,1
CRDLI_IGDLV,príncipe inca viracocha,PER,1
CRDLI_IGDLV,príncipe yáhuar huácac,PER,1
CRDLI_IGDLV,puca marca,LOC,1
CRDLI_IGDLV,pucara de umasuyu,LOC,1
CRDLI_IGDLV,pucará de umasuyu,LOC,1
CRDLI_IGDLV,puchiu,LOC,1
CRDLI_IGDLV,pucuna,LOC,1
CRDLI_IGDLV,pueblo nuevo,LOC,1
CRDLI_IGDLV,puente de,LOC,1
CRDLI_IGDLV,puma,MISC,1
CRDLI_IGDLV,pumallacta,LOC,1
CRDLI_IGDLV,pumata,LOC,1
CRDLI_IGDLV,punta de santa elena,LOC,1
CRDLI_IGDLV,puquina,MISC,1
CRDLI_IGDLV,purem,LOC,1
CRDLI_IGDLV,purumauca,LOC,1
CRDLI_IGDLV,puyñuy,PER,1
CRDLI_IGDLV,puñunqui,PER,1
CRDLI_IGDLV,páhuac mayta,PER,1
CRDLI_IGDLV,páhuac mayta inca,PER,1
CRDLI_IGDLV,páucar marca,LOC,1
CRDLI_IGDLV,píos,PER,1
CRDLI_IGDLV,píti,LOC,1
CRDLI_IGDLV,quechua,MISC,1
CRDLI_IGDLV,quechua,ORG,1
CRDLI_IGDLV,quepaypa,LOC,1
CRDLI_IGDLV,quequesana,LOC,1
CRDLI_IGDLV,quesna,LOC,1
CRDLI_IGDLV,quezalcóahtl,PER,1
CRDLI_IGDLV,quilla,MISC,1
CRDLI_IGDLV,quillacu,MISC,1
CRDLI_IGDLV,quillacu,ORG,1
CRDLI_IGDLV,quillipata,LOC,1
CRDLI_IGDLV,quilliscacha,PER,1
CRDLI_IGDLV,quipucamayus,LOC,1
CRDLI_IGDLV,quitu,MISC,1
CRDLI_IGDLV,quitu,PER,1
CRDLI_IGDLV,quitu ñusta,LOC,1
CRDLI_IGDLV,quiñualla,MISC,1
CRDLI_IGDLV,quéhuar,LOC,1
CRDLI_IGDLV,quéhuar túpac,PER,1
CRDLI_IGDLV,rauraua panaca,MISC,1
CRDLI_IGDLV,raymi del sol,MISC,1
CRDLI_IGDLV,real profeta,MISC,1
CRDLI_IGDLV,reina mama runtu,PER,1
CRDLI_IGDLV,reinas,PER,1
CRDLI_IGDLV,reino de chili,LOC,1
CRDLI_IGDLV,relaciones,MISC,1
CRDLI_IGDLV,retórica,MISC,1
CRDLI_IGDLV,rey católico,PER,1
CRDLI_IGDLV,rey de chincha,PER,1
CRDLI_IGDLV,rey de los incas,PER,1
CRDLI_IGDLV,rey inca,PER,1
CRDLI_IGDLV,rey pachacútec,PER,1
CRDLI_IGDLV,reyes,LOC,1
CRDLI_IGDLV,reyes católicos don fernando,PER,1
CRDLI_IGDLV,reyes de castilla,PER,1
CRDLI_IGDLV,reyes de españa,PER,1
CRDLI_IGDLV,reyes incas,ORG,1
CRDLI_IGDLV,reyes ingas,PER,1
CRDLI_IGDLV,rico,PER,1
CRDLI_IGDLV,rimactampu,MISC,1
CRDLI_IGDLV,ritisuyu,LOC,1
CRDLI_IGDLV,rodrigo de pineda,PER,1
CRDLI_IGDLV,rodrigo pantoja,PER,1
CRDLI_IGDLV,roma,ORG,1
CRDLI_IGDLV,rucanas,LOC,1
CRDLI_IGDLV,rucma,LOC,1
CRDLI_IGDLV,rumiñaui,PER,1
CRDLI_IGDLV,runahuánac,PER,1
CRDLI_IGDLV,rupa,MISC,1
CRDLI_IGDLV,rurucachi,LOC,1
CRDLI_IGDLV,ríndese chuquimancu,PER,1
CRDLI_IGDLV,río,MISC,1
CRDLI_IGDLV,río apurímac,LOC,1
CRDLI_IGDLV,río apurímac,MISC,1
CRDLI_IGDLV,río de,MISC,1
CRDLI_IGDLV,río de las amazonas,MISC,1
CRDLI_IGDLV,río grande,MISC,1
CRDLI_IGDLV,río marañón,MISC,1
CRDLI_IGDLV,río maulli,LOC,1
CRDLI_IGDLV,río orellana,MISC,1
CRDLI_IGDLV,sacsahuáman,LOC,1
CRDLI_IGDLV,salinas,LOC,1
CRDLI_IGDLV,salomón,PER,1
CRDLI_IGDLV,san agustín,LOC,1
CRDLI_IGDLV,san francisco,LOC,1
CRDLI_IGDLV,san francisco,ORG,1
CRDLI_IGDLV,san francisco,PER,1
CRDLI_IGDLV,san juan del condado de niebla,LOC,1
CRDLI_IGDLV,san lúcar de barrameda,LOC,1
CRDLI_IGDLV,san pablo,LOC,1
CRDLI_IGDLV,san pedro de cardeña,LOC,1
CRDLI_IGDLV,sancauan,LOC,1
CRDLI_IGDLV,sancho de rojas,PER,1
CRDLI_IGDLV,sanctísima trinidad,MISC,1
CRDLI_IGDLV,sanctísima virgen maría,MISC,1
CRDLI_IGDLV,santa ana,MISC,1
CRDLI_IGDLV,santa clara,LOC,1
CRDLI_IGDLV,santa cruz,LOC,1
CRDLI_IGDLV,santa fe católica,MISC,1
CRDLI_IGDLV,santa fe católica,ORG,1
CRDLI_IGDLV,santa historia,MISC,1
CRDLI_IGDLV,santa iglesia catedral de córdoba,LOC,1
CRDLI_IGDLV,santa iglesia del cozco,ORG,1
CRDLI_IGDLV,santa religión,MISC,1
CRDLI_IGDLV,santiago,LOC,1
CRDLI_IGDLV,santiago de chili,LOC,1
CRDLI_IGDLV,santiago de chili,PER,1
CRDLI_IGDLV,santo antonino,PER,1
CRDLI_IGDLV,santo domingo,MISC,1
CRDLI_IGDLV,santos,MISC,1
CRDLI_IGDLV,santísima trinidad,MISC,1
CRDLI_IGDLV,saramissu,LOC,1
CRDLI_IGDLV,satanás,PER,1
CRDLI_IGDLV,saua,MISC,1
CRDLI_IGDLV,saussa,LOC,1
CRDLI_IGDLV,sayanca,LOC,1
CRDLI_IGDLV,saycusca,MISC,1
CRDLI_IGDLV,sebastián de belalcázar,PER,1
CRDLI_IGDLV,sebastián de cazalla,PER,1
CRDLI_IGDLV,segovia,LOC,1
